Date,Open,High,Low,Close,Volume
2010-11-17,245.02,248.99,244.75,247.3,122731000
2010-11-18,248.92,251.36,248.25,251.15,108936000
2010-11-19,252.3,253.06,251.09,253.04,125813000
2010-11-22,253.82,254.97,253.16,254.0,132860000
2010-11-23,253.22,253.97,250.73,252.12,140762000
2010-11-24,246.77,252.78,246.57,252.38,154337000
2010-11-25,253.3,253.42,250.68,252.45,111628000
2010-11-26,253.07,253.69,248.27,249.31,109418000
2010-11-29,249.92,251.02,246.84,248.92,87341000
2010-11-30,247.97,251.82,247.86,249.64,118152013
2010-12-01,250.08,252.8,249.54,252.8,85384000
2010-12-02,254.61,256.1,254.24,256.02,99947000
2010-12-03,257.51,257.65,256.15,257.65,106997000
2010-12-06,258.12,258.26,256.28,257.32,100059000
2010-12-07,257.46,259.16,256.96,258.63,102092000
2010-12-08,258.25,259.76,257.35,257.51,96765000
2010-12-09,258.57,262.32,258.17,262.32,122278000
2010-12-10,261.57,262.73,260.82,261.74,92737000
2010-12-13,262.7,263.54,261.37,263.31,92886000
2010-12-14,263.94,265.19,263.38,265.13,120699000
2010-12-15,265.03,265.95,264.2,265.95,112013000
2010-12-16,264.83,266.47,263.97,264.92,88005000
2010-12-17,266.19,267.89,265.14,267.67,119461000
2010-12-20,265.48,267.69,264.06,267.42,134870000
2010-12-21,269.13,270.44,268.61,269.31,126913000
2010-12-22,269.52,270.43,269.02,269.6,104032000
2010-12-23,270.03,270.23,268.27,269.62,89670000
2010-12-24,270.1,270.36,268.29,268.5,93033000
2010-12-27,267.68,269.11,266.79,267.35,94704000
2010-12-28,268.21,270.37,267.94,269.04,115967000
2010-12-29,268.29,270.49,268.0,270.44,86463000
2010-12-30,270.84,271.53,270.0,271.19,86065000
2011-01-03,272.84,273.81,271.63,273.81,100075000
2011-01-04,274.29,275.78,273.69,275.78,113809000
2011-01-05,275.37,275.94,274.57,275.35,127213000
2011-01-06,276.91,277.13,273.08,274.72,143226000
2011-01-07,274.0,275.61,273.24,275.61,113105000
2011-01-10,274.91,275.75,272.44,273.99,123705000
2011-01-11,273.81,275.1,271.26,275.1,114625000
2011-01-12,275.53,276.7,274.79,276.17,134797000
2011-01-13,276.49,278.52,274.81,275.52,169447000
2011-01-14,275.39,278.17,273.45,278.17,183856000
2011-01-17,278.49,279.67,277.04,277.05,151515000
2011-01-18,276.43,278.8,276.07,276.6,139441000
2011-01-19,277.9,279.86,274.81,279.25,151377000
2011-01-20,278.52,278.96,277.12,277.75,109291000
2011-01-21,277.22,277.38,272.28,272.67,140577000
2011-01-24,272.25,274.68,271.92,274.5,107723000
2011-01-25,275.8,277.76,274.86,275.18,130496000
2011-01-26,276.16,279.19,275.92,278.81,113838000
2011-01-27,279.34,280.26,278.34,279.2,124112000
2011-01-28,279.18,279.79,276.58,278.45,124678000
2011-01-31,274.8,275.95,273.12,273.12,116191000
2011-02-01,274.5,275.46,273.44,273.45,107293000
2011-02-07,277.76,278.68,274.9,274.9,114649000
2011-02-08,276.01,276.36,272.84,273.16,116763000
2011-02-09,274.18,274.2,268.84,269.9,109634000
2011-02-10,269.21,269.83,264.57,264.57,119189000
2011-02-11,264.8,266.76,260.13,260.4,124670000
2011-02-14,263.49,266.29,261.98,266.02,107226000
2011-02-15,266.49,268.23,264.39,265.4,108129000
2011-02-16,264.95,267.14,262.52,262.56,106001000
2011-02-17,264.41,265.14,258.83,261.23,132445000
2011-02-18,263.03,266.22,261.82,265.8,111961000
2011-02-21,265.88,266.07,262.71,264.55,113038000
2011-02-22,260.81,262.06,258.58,260.13,113190000
2011-02-23,259.18,261.3,257.87,259.21,105105000
2011-02-24,258.69,260.4,257.04,257.69,96546000
2011-02-25,258.49,259.68,256.43,259.28,89777000
2011-02-28,257.96,258.83,255.88,256.36,86800000
2011-03-02,253.95,256.58,253.9,254.96,81300000
2011-03-03,256.82,260.48,256.55,260.48,85844000
2011-03-04,263.06,265.96,262.41,265.42,103584000
2011-03-07,264.12,265.2,261.12,261.44,69664000
2011-03-08,261.87,265.09,260.56,263.33,88748000
2011-03-09,264.84,266.18,262.39,263.8,110321000
2011-03-10,263.41,263.66,259.55,260.59,118230000
2011-03-11,257.17,259.22,256.15,256.83,88216000
2011-03-14,256.64,260.69,254.63,260.69,161481000
2011-03-15,260.14,262.77,249.34,254.29,178117000
2011-03-16,258.44,260.22,255.66,259.44,123216000
2011-03-17,254.66,260.25,254.23,259.8,120056000
2011-03-18,260.13,263.59,259.58,262.39,111774000
2011-03-21,262.74,265.18,262.64,264.89,99625000
2011-03-22,265.97,266.48,264.76,266.05,115160000
2011-03-23,266.69,266.99,264.64,265.67,148513000
2011-03-24,266.97,268.95,266.85,268.93,128245000
2011-03-25,271.91,272.22,269.78,271.66,134099000
2011-03-28,271.7,272.65,270.51,272.13,128562000
2011-03-29,271.49,274.22,271.04,274.22,106847000
2011-03-30,274.76,278.2,274.46,277.04,142844000
2011-03-31,277.97,278.87,276.52,278.87,142599000
2011-04-01,278.92,280.73,278.1,280.73,135226000
2011-04-04,281.1,281.3,278.38,280.01,138913000
2011-04-05,280.3,282.03,278.87,282.03,122669000
2011-04-06,281.8,282.73,280.25,281.35,161504000
2011-04-07,282.22,282.62,279.15,280.45,145993000
2011-04-08,280.0,282.21,279.7,281.05,167077000
2011-04-11,280.79,282.03,279.34,280.49,128449000
2011-04-12,279.74,279.78,275.99,276.13,127622000
2011-04-13,276.5,280.68,275.12,280.68,117661000
2011-04-14,279.89,283.15,278.65,283.15,148798000
2011-04-15,282.36,283.23,280.83,282.8,125550000
2011-04-18,283.58,283.98,280.76,282.14,147749000
2011-04-19,279.36,282.12,278.83,280.43,146576000
2011-04-20,283.63,287.23,282.54,287.19,162546000
2011-04-21,289.99,293.16,289.09,291.16,191070000
2011-04-22,291.43,292.2,289.86,290.84,140819000
2011-04-25,291.72,293.01,290.82,292.69,121836000
2011-04-26,293.04,293.59,290.04,291.38,165640000
2011-04-27,294.05,295.16,290.04,292.08,190608000
2011-04-28,293.23,294.42,290.24,292.15,157385000
2011-04-29,292.37,293.76,288.35,290.39,170786000
2011-05-02,291.93,295.37,291.88,295.35,120032000
2011-05-03,294.85,295.51,289.94,291.65,126165000
2011-05-04,290.87,291.49,287.43,288.46,132932000
2011-05-06,284.54,285.15,281.93,283.68,124216000
2011-05-09,285.16,285.8,282.22,282.59,91275000
2011-05-11,285.66,286.3,283.36,286.3,104688000
2011-05-12,282.52,283.98,280.02,280.02,134840000
2011-05-13,281.27,281.56,277.5,279.59,145732000
2011-05-16,277.53,278.85,276.39,277.22,104267000
2011-05-17,277.13,278.19,275.57,277.15,94316000
2011-05-18,278.22,282.24,277.53,281.76,97493000
2011-05-19,282.39,282.73,275.98,276.47,112884000
2011-05-20,277.26,278.81,274.89,278.59,96777000
2011-05-23,277.08,277.08,271.19,271.19,95181000
2011-05-24,270.87,273.27,270.4,271.78,87040000
2011-05-25,273.52,274.74,267.77,268.62,94770000
2011-05-26,271.99,276.68,271.38,276.33,96148000
2011-05-27,275.62,278.97,275.26,277.35,96283000
2011-05-30,279.25,279.37,275.1,276.32,86821000
2011-05-31,277.73,283.92,277.44,282.76,136901000
2011-06-01,282.92,284.34,281.45,282.75,129261000
2011-06-02,277.07,280.73,276.37,278.76,111426000
2011-06-03,279.98,281.11,278.06,278.84,98779000
2011-06-07,276.0,277.88,275.92,276.97,94503000
2011-06-08,277.39,278.26,272.68,274.46,103488000
2011-06-09,273.55,274.84,271.79,272.44,110101000
2011-06-10,274.38,275.6,268.76,269.04,121661000
2011-06-13,266.81,270.76,266.44,269.79,90939000
2011-06-14,269.26,274.54,268.49,273.67,100051000
2011-06-15,275.12,275.26,271.51,274.53,93809000
2011-06-16,270.59,272.08,268.42,268.88,88884000
2011-06-17,270.18,270.33,263.02,266.22,138039000
2011-06-20,266.41,268.26,264.05,264.39,90678000
2011-06-21,267.27,269.24,264.28,268.65,100012000
2011-06-22,271.25,272.39,270.18,270.71,118052000
2011-06-23,268.35,270.77,268.29,269.34,89404000
2011-06-24,270.49,274.31,270.2,274.31,125717000
2011-06-27,272.23,272.42,269.68,271.44,78386000
2011-06-28,274.37,275.59,270.41,270.41,119446000
2011-06-29,275.33,275.47,273.06,274.61,114354000
2011-06-30,275.82,276.08,274.02,275.17,106213000
2011-07-01,277.9,279.69,277.34,278.77,111585000
2011-07-04,281.28,282.85,281.13,281.67,136282000
2011-07-05,282.1,284.11,281.61,283.88,123468000
2011-07-06,283.08,285.12,282.93,285.12,123082000
2011-07-07,284.41,286.86,284.06,286.07,152459000
2011-07-08,287.73,287.73,285.07,286.05,172419000
2011-07-11,284.22,284.78,281.73,282.46,96269000
2011-07-12,278.96,279.77,275.77,275.9,117131000
2011-07-13,276.83,278.38,275.52,278.32,135524000
2011-07-14,276.74,278.03,274.61,278.03,139758000
2011-07-15,276.98,279.59,276.86,279.59,108646000
2011-07-18,279.93,279.93,275.71,276.71,105937000
2011-07-19,276.16,278.08,275.75,276.58,103207000
2011-07-20,280.54,281.43,279.57,280.41,133540000
2011-07-21,280.19,280.47,277.9,279.2,107091000
2011-07-22,281.51,282.73,280.37,282.59,121553000
2011-07-25,280.0,280.47,279.0,279.66,100117000
2011-07-26,281.34,282.04,279.19,282.04,120045000
2011-07-27,279.54,282.77,279.49,282.7,108202000
2011-07-28,277.89,280.76,277.87,280.04,107025000
2011-07-29,280.52,280.52,277.05,277.11,127529000
2011-08-01,280.86,282.79,280.55,282.36,102247000
2011-08-02,279.54,279.88,274.71,275.4,129093000
2011-08-03,269.8,270.14,266.81,267.8,125313000
2011-08-04,267.78,268.35,261.0,261.54,119177000
2011-08-05,251.09,255.15,249.32,251.9,181493000
2011-08-08,250.23,250.32,233.89,242.45,204763000
2011-08-09,234.26,237.55,218.66,233.52,268496000
2011-08-10,243.34,243.36,232.75,233.23,207036000
2011-08-11,223.79,236.6,223.79,234.14,172406000
2011-08-12,237.41,237.94,229.77,230.38,174900000
2011-08-16,238.06,242.23,237.75,242.23,123793000
2011-08-17,240.68,245.62,240.61,243.43,112888000
2011-08-18,243.15,243.61,234.93,238.31,159363000
2011-08-19,228.95,229.75,222.95,222.98,178203000
2011-08-22,224.62,225.49,218.09,219.15,141167000
2011-08-23,222.3,229.17,220.38,228.12,152415000
2011-08-24,229.56,231.08,223.52,225.14,147346000
2011-08-25,230.3,232.0,226.73,227.02,117591000
2011-08-26,225.55,229.73,225.54,229.0,93878000
2011-08-29,232.8,236.95,229.94,235.78,127170000
2011-08-30,239.13,240.47,236.72,237.64,139132000
2011-08-31,237.91,242.16,236.59,242.16,117003000
2011-09-01,243.07,248.84,241.95,242.37,156980000
2011-09-02,241.18,243.76,238.42,240.16,99294000
2011-09-05,234.93,235.03,228.89,228.89,109884000
2011-09-06,224.46,229.82,223.18,226.65,121424000
2011-09-07,232.72,236.15,231.04,236.12,113520000
2011-09-08,239.55,239.64,235.48,238.47,143189000
2011-09-09,234.09,238.51,233.4,233.4,122057000
2011-09-14,231.92,232.68,224.16,225.15,119106000
2011-09-15,231.65,233.01,224.54,228.58,140741000
2011-09-16,234.94,238.49,233.32,237.5,157879000
2011-09-19,234.58,237.5,233.74,235.32,112096000
2011-09-20,235.29,238.11,231.55,237.53,119237000
2011-09-21,238.08,241.85,236.57,239.51,117466000
2011-09-22,233.2,234.77,230.02,232.05,124626000
2011-09-23,223.64,224.8,218.58,218.62,172809000
2011-09-26,221.85,221.96,212.92,214.18,170275000
2011-09-27,221.23,225.37,219.76,225.29,141047000
2011-09-28,227.28,228.95,223.82,223.82,140274000
2011-09-29,222.51,230.54,221.76,230.37,142378000
2011-09-30,228.79,231.23,226.61,230.41,128253000
2011-10-04,218.92,221.99,215.53,221.93,129782000
2011-10-05,223.64,223.64,216.39,217.34,151545000
2011-10-06,223.99,227.25,223.47,223.94,149970000
2011-10-07,229.61,231.47,228.92,230.27,146174000
2011-10-10,230.64,233.38,230.34,230.82,105534000
2011-10-11,236.75,236.9,234.27,234.8,147524000
2011-10-12,233.79,236.91,232.44,236.66,120235000
2011-10-13,239.65,240.32,238.09,238.09,139019000
2011-10-14,236.96,240.3,235.44,239.67,105841000
2011-10-17,242.43,243.49,241.0,243.49,117831000
2011-10-18,238.47,240.98,237.99,239.89,127070000
2011-10-19,241.5,242.11,239.09,242.11,125266000
2011-10-20,242.2,244.22,235.36,235.57,127361000
2011-10-21,239.03,240.83,235.94,240.02,145358000
2011-10-24,242.5,248.21,242.44,248.21,133087000
2011-10-25,248.41,249.18,246.43,247.2,129311000
2011-10-26,244.87,247.9,243.73,247.56,113158000
2011-10-27,249.0,251.5,246.96,251.2,162709000
2011-10-28,256.42,256.88,251.4,252.47,202223000
2011-10-31,251.36,254.33,248.83,249.88,122904000
2011-11-01,247.51,252.22,247.5,249.92,114249000
2011-11-02,244.87,248.28,243.24,248.03,123597000
2011-11-03,247.4,247.4,243.14,244.09,116211000
2011-11-04,249.8,252.44,248.95,252.34,125153000
2011-11-07,252.66,252.66,250.14,250.78,97703000
2011-11-08,251.85,251.94,247.86,248.32,95100000
2011-11-09,251.38,252.0,247.92,249.23,123056000
2011-11-10,243.07,243.38,236.02,236.02,156656000
2011-11-11,239.79,243.05,237.35,242.99,101270000
2011-11-14,246.4,249.02,246.37,248.27,98629000
2011-11-15,246.25,247.97,244.98,246.21,90563000
2011-11-16,247.71,249.6,241.44,241.98,112956000
2011-11-17,242.87,244.84,239.09,244.6,100808000
2011-11-18,239.55,241.13,238.5,239.43,93936000
2011-11-21,238.54,238.54,235.32,236.64,78292000
2011-11-22,233.8,238.46,233.71,237.8,82979000
2011-11-23,236.81,236.93,231.32,231.68,142238000
2011-11-24,230.7,234.26,229.93,233.35,95018000
2011-11-25,231.11,232.78,229.74,231.03,118202000
2011-11-28,235.09,236.86,233.87,236.59,94256000
2011-11-29,238.4,242.61,237.77,242.5,122975000
2011-11-30,241.15,242.64,240.04,241.19,111047000
2011-12-01,250.12,252.82,249.76,251.52,181355000
2011-12-02,251.23,252.04,249.95,251.19,98221000
2011-12-05,252.87,253.02,250.52,252.22,77099000
2011-12-06,250.94,251.94,247.88,249.48,105783000
2011-12-07,251.08,252.12,249.69,251.57,102435000
2011-12-08,250.26,252.4,248.47,250.31,117825000
2011-12-09,246.28,247.85,244.67,244.93,96220000
2011-12-12,248.73,248.86,247.0,248.55,119576000
2011-12-13,245.44,245.87,243.48,243.48,104582000
2011-12-14,241.67,243.54,241.59,242.35,75951000
2011-12-15,239.15,240.02,236.48,236.72,100326000
2011-12-16,237.85,240.13,237.22,239.82,102227000
2011-12-19,238.3,238.35,227.54,231.74,145242000
2011-12-20,233.79,234.49,232.25,233.83,81004000
2011-12-21,240.01,241.87,239.1,241.51,100366000
2011-12-22,240.5,241.4,239.67,241.4,57908000
2011-12-23,243.26,244.95,243.06,244.22,82083000
2011-12-26,244.96,245.1,242.04,242.64,56772000
2011-12-27,242.69,243.91,236.43,240.79,77864000
2011-12-28,239.44,239.44,237.28,238.15,64039000
2011-12-29,236.87,239.55,235.7,238.08,63990000
2012-01-02,239.04,239.96,236.81,238.7,67445000
2012-01-03,241.56,245.82,241.56,245.82,91374000
2012-01-04,246.89,247.06,244.16,244.24,97162000
2012-01-05,244.58,245.5,243.25,243.56,90095000
2012-01-06,243.97,243.97,237.88,240.57,84537000
2012-01-09,238.88,238.99,235.95,238.02,81891000
2012-01-10,240.07,242.69,239.89,241.69,101264000
2012-01-11,242.19,242.29,240.46,240.83,90006000
2012-01-12,241.8,243.46,239.82,243.46,109239000
2012-01-13,243.6,246.06,243.02,245.28,103130000
2012-01-16,243.34,243.7,240.88,243.1,77774000
2012-01-17,245.79,247.82,245.76,247.81,114954000
2012-01-18,247.57,248.81,246.68,247.82,108636000
2012-01-19,250.6,251.34,249.15,251.27,117021000
2012-01-20,252.28,256.94,252.28,256.61,137407000
2012-01-25,256.22,260.07,256.1,257.14,109026000
2012-01-26,258.05,258.49,256.49,257.52,92234000
2012-01-27,258.01,258.88,256.38,258.65,103438000
